name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets,product:shopifyProductId,variant:shopifyVariantId,variant:compareAtPrice
"BRAND NEW Samsung  (NV51K6650SS) 30 Inch Wall Oven with 5.1 cu. ft. Capacity, Steam Cook, Convection, Rapid Preheat, Electronic Touch Display, Wi-Fi Enabled Temperature Probe and Sabbath Mode: Stainless Steel",brand-new-samsung-nv51k6650ss-30-inch-wall-oven-with-5-1-cu-ft-capacity-steam-cook-convection-rapid-preheat-electronic-touch-display-wi-fi-enabled-temperature-probe-and-sabbath-mode-stainless-steel,"Description
This wall oven from Samsung uses the power of steam and convection cooking technology to guarantee delicious results, every time. Steam cooking delivers a crisp, browned outside and a tender inside on every roast, while dual convection technology circulates hot air for even and efficient cooking results. With a Wi-Fi connected temperature probe, you can monitor your cooking progress right from your smartphone without getting off the couch. When dinner is finished, Samsung's Hybrid Self-Clean system uses steam to clean up the mess, delivering better performance and less odor than traditional self-clean cycles. Bake, broil and roast to perfection with this dazzling new selection from Samsung.

Samsung is guided by a singular vision: to lead the digital convergence movement. They believe that through technology innovation today, they will find the solutions they need to address the challenges of tomorrow. From technology, comes opportunity - for businesses to grow, for citizens in emerging markets to prosper by tapping into the digital economy, and for people to invent new possibilities. It's their aim to develop innovative technologies and efficient processes that create new markets, enrich people's lives and continue to make Samsung a trusted market leader.",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/54938BA6-0BDD-4392-B40D-904CA3A85FB1.jpg?v=1767120903|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/56E0A2AC-3D97-43F6-9E47-A9C60597021E.jpg?v=1767120903|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/6D384980-8ACD-4565-9B82-1DEC77D5A62A.jpg?v=1767120903|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/A4F8B69A-ABFE-482A-B070-3D6A32AECF28.jpg?v=1767120903|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/485BC645-D69F-467A-876B-C7DA4D09CD40.jpg?v=1767120903|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1A861D67-7205-41A9-8139-80D64C51E8C9.jpg?v=1767120903,brand:SAMSUNG|type:OVEN|condition:Brand New|shopify-tag:Brand new|shopify-tag:Oven|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:SAMSUNG|collection:SAMSUNG BRAND NEW,,,SHOPIFY-8126481530934-44643451437110,799.99,standard,1,true,,,8126481530934,44643451437110,2399.99
"BRAND NEW Samsung FRIDGE (RS28CB7600QL)
36 Inch Freestanding Side by Side Smart Refrigerator with 28 cu. ft. Capacity,Beverage Center, Dual Ice Maker, Auto Open Door, Internal Water Dispenser",brande-new-samsung-fridge-rs28cb7600ql-36-inch-freestanding-side-by-side-smart-refrigerator-with-28-cu-ft-capacity-beverage-center-dual-ice-maker-auto-open-door-internal-water-dispenser,"Description
36 Inch Freestanding Side by Side Smart Refrigerator

Samsung's large capacity Side-by-Side Refrigerator with Beverage Center is beautifully designed with a modern look that blends seamlessly into your kitchen and a finish that withstands everyday smudges. The built-in smart connectivity provides temperature controls and monitoring directly from your phone. The fingerprint-resistant finish adds to the beautiful design and the sleek built-in look is sure to be a great fit in any kitchen. All-Around Cooling provides strategic ventilation that efficiently cools all areas of the refrigerator. Bright LED lighting and ADA Compliant controls help make the entire unit easily accessible for everyone.",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/7C730BF1-98E6-405C-97BA-86B06624D411.jpg?v=1767115500|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/985EA90D-7778-4123-A23A-D3A2FCE2BFB4.jpg?v=1767115500|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/37A087E2-3B17-4E5D-B320-638FFE410F44.jpg?v=1767115500|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/C46AED0D-686B-4888-B428-F0356D1A377B.jpg?v=1767115500|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/F5D11EE8-088C-40E5-944F-04F3C41D1311.png?v=1767115500|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/6B6F010B-D4FB-44AE-8984-7FDB0C072949.jpg?v=1767115500,brand:SAMSUNG|type:FRIDGE|condition:Brand New|shopify-tag:Brand new|shopify-tag:frezzer|shopify-tag:fridge|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:BRAND NEW|collection:FRIDGE|collection:SAMSUNG|collection:SAMSUNG BRAND NEW|collection:SHOP BY BRAND,,,SHOPIFY-8126466129974-44643412639798,1199.99,standard,1,true,,,8126466129974,44643412639798,1799.99
BRAND NEW SAMSUNG FRIDGE (RF29A9071SR) 29 cu. ft. Smart 4-Door Flex™ Refrigerator with AutoFill Water Pitcher and Dual Ice Maker,open-box-fridge-rf29a9071sr-29-cu-ft-smart-4-door-flex™-refrigerator-with-autofill-water-pitcher-and-dual-ice-maker,"Signature Features

AutoFill Water Pitcher
A built-in pitcher that automatically refills with filtered water
and the option to infuse with a flavor of your choice.

Dual Ice Maker with Ice Bites
The Dual Ice Maker produces two types of ice per day: cubed ice
and Ice Bites, smaller nugget ice that chills your drink faster.
Makes up to 6 lbs per day, stores up to 9 lbs total.

FlexZone™
Versatile, lower-right storage that can convert from fridge to freezer
temperatures. With five customizable temperature settings, it offers
superior flexibility to meet your family’s food storage needs.

Total Capacity: 29.2 cu. ft.

 Refrigerator: 17.6 cu. ft.
  4 Tempered Glass Spill-Proof Shelves
  2 Clear Drawers: FlexCrisper and Crisper+
  6 Door Bins
 Right: 1 Gallon Bin, 2 Regular Bins
 Left: 1 Gallon Bin, 2 Regular Bins
 

 LED Lighting

 Freezer: 11.6 cu. ft.
  Dual Ice Maker in Freezer (Cubed Ice or Ice Bites) 
2 Ice Buckets with Cover and 1 Scoop
  3 Slide-Out Shelves
6 Door Bins

 Accessories
 Water Filter: HAF-QIN",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/47C6F2E6-42B8-43CE-BC48-594297D1A70F.jpg?v=1767114456|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3_4aff1bdb-13c1-46db-b966-807e55fb4b90.jpg?v=1767114456|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/5_88fd824f-f0ff-46de-b00f-abcbde503780.jpg?v=1767114456|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/6_964341a7-89cc-4b73-8c3e-f272b6e8390e.jpg?v=1767114456|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/7_1b4a8de2-adc1-47b0-abf3-cc6c72b117c0.jpg?v=1767114456|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4_f5818b4f-866b-4b2d-8cf0-e0e2a7c2d517.jpg?v=1767114456,brand:SAMSUNG|type:FRIDGE|condition:Brand New|shopify-tag:Brand new|shopify-tag:frezzer|shopify-tag:fridge|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:BRAND NEW|collection:FRIDGE|collection:SAMSUNG|collection:SAMSUNG BRAND NEW|collection:SHOP BY BRAND,,,FR-OP-SA-ST16,1299.99,standard,1,true,,,7678225252406,43118776451126,2399.99
BRAND NEW SAMSUNG FRIDGE (RF24BB6900AC) - BESPOKE 24 cu. ft. French  Door Counter Depth Smart Refrigerator  with Family Hub - Custom Panel Ready,fridge-rf24bb6900ac-aa-samsung-bespoke-24-cu-ft-french-door-counter-depth-smart-refrigerator-with-family-hub-custom-panel-ready,"Signature Features

 Customizable Door Colors

 Customize the design of your refrigerator with changeable door panels. 
Choose from a variety of colors and two finishes to create a space that  
fits your style

 Family Hub™

 Samsung’s Family Hub™ refrigerator helps you connect to what’s most 
important: your family and home. Family Hub™ lets you see inside your 
refrigerator, manage your family’s calendars, stream music, see who’s  
at the front door and much more, all right from your fridge.

 Beverage Center™

 Quick access to refreshingly cool, filtered water two ways. Choose from  
an internal dispenser or a built-in pitcher that automatically refills, with  
the option to infuse with a flavor.

 Dual Ice Maker with Ice Bites

 Enjoy your favorite beverage with your choice of ice. Select from cubed ice  
or Ice Bites that chill your drink faster. Makes up to 5.3 lbs per day, stores up  
to 7.3 lbs total.

Design
 • Customizable Door Colors
 • Modern Design
 • Recessed Handle

Technology
 •  Family Hub™
 •Beverage Center™
 •  Wi-Fi Enabled  

Performance
 •  Dual Ice Maker with Ice Bites
 •  24 cu. ft. Capacity 
• Twin Cooling Plus

 

 Total Capacity: 23.6 cu. ft.
 Refrigerator: 16.8 cu. ft.
 • 4 Tempered Glass Spill-Proof Shelves
 • 2 Clear Drawers, Including Crisper+
 • 2 Large Pantry Drawers
 • 8 Door Bins
 Right: 1 Gallon Bin, 3 Regular Bins
 Left: 4 Regular Bins
 • Surface Lighting

 Freezer: 6.8 cu. ft.
 • Dual Ice Maker in Freezer (Cubed Ice AND Ice Bites)
 • Ice Bucket with Cover and 1 Scoop
 • Produces up to 5.3 lbs ice/day, stores up to 7.3 lbs 
• High Efficiency LED Lighting

 Accessories
 Water Filter: HAF-QIN

 Product Dimensions
 Dimensions (WxHxD with hinges and doors): 
353/4"" x 70"" x 283/4""
 Dimensions (WxHxD without hinges and door): 
353/4"" x 687/8"" x 24""

 Shipping Dimensions (WxHxD)
 Dimensions: 381/4"" x 753/4"" x 305/8""",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/2_c426826d-39f3-44dd-aca6-400dc1c08774.jpg?v=1725836221|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4_1d5dd12f-bb19-4813-8f33-3efd27218c90.jpg?v=1725836221|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/6_a192f8f4-e373-4cd7-a18b-e966273dee55.jpg?v=1725836221|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3_76269652-a39a-4bb4-b842-7f0dc54b551c.jpg?v=1725836222|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/7_6b8ec4ff-06f8-4dca-b5db-fe50d6e5a492.jpg?v=1725836222|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/9_580dd379-1677-4e95-8d92-19a16f005759.jpg?v=1725836222|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/Charcoal_Glass.png?v=1725836149|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/10_6e61447f-7f27-43f0-930b-a453b2a71cb3.jpg?v=1726529145|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/11_962370fd-775f-4a25-9746-64748652928d.jpg?v=1726529145,brand:SAMSUNG|type:FRIDGE|condition:Brand New|shopify-tag:frezzer|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:BRAND NEW|collection:FRIDGE|collection:SAMSUNG|collection:SAMSUNG BRAND NEW,Color,Charcoal Glass,FR-BR-SA-CH97,1899.99,standard,1,true,https://cdn.shopify.com/s/files/1/0622/9449/1190/files/2_c426826d-39f3-44dd-aca6-400dc1c08774.jpg?v=1725836221,,7656102821942,43034429489206,3352.99
"BRAND NEW SAMSUNG COOKTOP  (NZ30K6330RS) 30"" Electric Cooktop with 5 Radiant  Heating Elements",cooktop-nz30k6330rs-aa-30-inch-electric-cooktop-with-5-radiant-heating-elements-rapid-boil-sync-burners-dishwasher-safe-blue-led-knobs-hot-surface-indicator-and-wi-fi-connectivity,"Features

 •  WiFi Connectivity
 •   Flexible Cooktop: - Rapid Boil™ Burner (3.3 kW) - Two Dual Burners (9""/6"" and 8""/5"") - Two Single Burners (7"")
 •  9.5 kW Total Power

 Convenience

 •   Hot Surface Indicator Light
 •   Easy-To-Clean Glass, Ceramic Cooktop
 •   Dishwasher-Safe Knobs

Signature Features 

Rapid BoIl™
 •  Up to 3.3 kW power burner offers intense heat and precise control  
to quickly boil water or maintain a low even simmer. 

Flexible Cooktop
 •  Whether you're boiling water, melting chocolate or simmering sauce,  
there's a burner for your needs

 LED Illuminated Backlit Knobs
 •  Visually lets you know your cooktop is on, even at a distance.

Total Power
 9.5 kW

 Power Source
 240V/60Hz/45 amps

 Electric Cooktop
 •  Left Front: 7"", 1.5 kW
 •  Left Rear: 7"", 1.5 kW
 •  Right Front: 8""/5"", 2 kW
 •  Right Rear: 6"", 1.2 kW (melt)
 •  Center: 9""/6"", 3.3 kW (Simmer to Rapid Boil™)

 Product Dimensions & Weight (WxHxD)

 outside (max) Cooktop Dimensions: 
30"" x 51/16"" x 211/4""  

 Cooktop Cut-out Dimensions: 
281/2"" x 51/16"" x 195/8"" 

Weight: 35.7 lbs.

Shipping Dimensions & Weight (WxHxD)

 Dimensions: 
343/16"" x 81/2"" x 251/16"" 

Weight: 48.5 lbs.",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1_7a9a8847-f7e0-434c-9b9c-07b7a9941321.webp?v=1725842023|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/2_f4e0881c-c497-4b95-9fb1-9b2d22046ceb.webp?v=1725842023|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3_b204bfaf-028b-4c54-82ab-32dba4c0af5a.webp?v=1725842023|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4_636b19a1-b23c-44c7-80c1-e47ab13a7994.webp?v=1725842023|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/8_e78f17e0-8932-40bc-bc78-b44ffe7e2a2c.webp?v=1725842033|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1_f52d5eda-2bae-494f-a4ac-7e8e03775b62.jpg?v=1725842039|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/STAINLEES_STEEL_5522a5bb-67aa-4721-9eb7-910fd010aef8.jpg?v=1767027507,brand:SAMSUNG|type:COOKTOP|condition:Brand New|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:BRAND NEW|collection:SAMSUNG|collection:SAMSUNG BRAND NEW,Color|Size,"Stainless Steel|30""",CO-BR-SA-ST29,750.00,standard,1,true,https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1_7a9a8847-f7e0-434c-9b9c-07b7a9941321.webp?v=1725842023,,7656110522422,43034479624246,1199.99
"BRAND NEW (NZ30A3060UK) Samsung - 30"" Smart Induction Cooktop with Wi-Fi - Black",brand-new-nz30a3060uk-samsung-30-smart-induction-cooktop-with-wi-fi-black,"Description
30 Inch Induction Cooktop with 4 Induction Elements

Prepare meals quickly and easily with this Samsung Induction Cooktop. Enjoy the comfort of an easy-to-clean ceramic glass cooktop with accurate digital touch controls for faster cleanup and greater flexibility. Four induction zones, a Pan Presence & Size Sensor, a Kitchen Timer, and a Hot Surface/Residual Heat Indicator round out the features that make this cooktop a versatile addition to your kitchen.",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/9EE17E6B-C2DA-46A8-B0E3-9E3766367373.jpg?v=1767113193|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4556C80D-D46F-44B3-A771-7993FA7AACE4.jpg?v=1767113193|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/19D73D6B-8F28-431A-8F5D-180A4B55F54B.jpg?v=1767113193|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/8EA5D6BB-920C-49AB-BCA3-1670C5645F7E.jpg?v=1767113193,brand:SAMSUNG|type:COOKTOP|condition:Brand New|shopify-tag:Brand new|shopify-tag:Cooktop|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:BRAND NEW|collection:SAMSUNG|collection:SAMSUNG BRAND NEW|collection:SHOP BY BRAND,Material de la superficie del tope,Ceramic,SHOPIFY-8126455971894-44643381116982,649.99,standard,1,true,,,8126455971894,44643381116982,1199.99
"BRAND NEW SAMSUNG HOOD (NK36CB600W12AA) 36"" Bespoke Smart Wall Mount  Hood in Clean White",brand-new-samsung-hood-nk36cb600w12aa-36-bespoke-smart-wall-mount-hood-in-clean-white,"36 Inch Smart wall Mount Chimney Range Hood with 630 CFM Fan

Samsung's stunning wall mount hood delivers powerful ventilation, with minimal noise. Conveniently sync the hood with your cooktop via the SmartThings app to make cooking in the kitchen a little easier. A Bespoke panel on the front of the hood enables you to match, complement, or contrast other appliances in your kitchen - the choice is yours.",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1_a881defd-c0ce-465e-aaec-d88f00ca092b.webp?v=1725840309|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4_ca3c66d3-d626-4069-a3fa-0c58c76b0a3a.jpg?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/IMG-0547.jpg?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/2_628c8cab-175b-4e66-ab53-2378c85ac885.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3_b2a76d93-3f7f-4513-809b-71f4723b3b39.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4_26a4859e-fcda-4be4-8db4-a7852af5e36b.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/5_62f68343-6eea-4070-bc2d-a4546671929e.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/6_e61e63a1-8a79-477c-8b21-f1399277a572.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/7_e2408bde-752e-41ee-a5af-d83d35ed5f45.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3_bd45b3fc-a9b9-4a91-9147-79e8914f8e93.jpg?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/WHITE_STAINLESS_STEEL.jpg?v=1767112067,brand:SAMSUNG|type:HOOD|condition:Brand New|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:BRAND NEW|collection:SAMSUNG|collection:SAMSUNG BRAND NEW,Color,White Stainless Steel,SHOPIFY-8126447190070-44643362308150,649.99,standard,1,true,https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1_a881defd-c0ce-465e-aaec-d88f00ca092b.webp?v=1725840309,,8126447190070,44643362308150,949.99
"BRAND NEW SAMSUNG HOOD (NK30CB600W12AA) 30"" Bespoke Smart Wall Mount  Hood in Clean White",hood-nk30cb600w12aa-samsung-30-bespoke-smart-wall-mount-hood-in-clean-white,"Signature Features

 Powerful Performance and Low Noise
 •  Powerful 630 CFM* ventilation circulates air to remove odors  
quickly, operating at 7.5 sones on Boost fan speed setting.
 * When using Boost mode. Hood arrives pre-programmed to 390 CFM. 

LED Bar Light 
•  Illuminate your cooktop with dimmable LED lighting.

 Wi-Fi Connectivity
 •  Control your hood  by smartphone through the SmartThings App.  
Once your cooktop burner is powered on, the hood turns on.*

 * Compatible when connected with Wi-Fi enabled built-in cooktops and ranges.  
Available when it is set using the ""Automations"" option in the SmartThings App! *

 

 Features

 •   52 dBA (1.0 Sone) in low mode / 71 dBA  
(7.5 Sones) in Boost Mode
 •   4 Fan Speeds, Including Booster
 •   LED Display/ Touch Controls
 •   Wall-Mount Chimney-Style Hood
 •   Exterior Venting & Recirculating Capabilities
 •   Optional Recirculation Kit Available
 •   Optional Extension Kit Available
  •   Optional Recirculation Filter Available

Convenience

 •  LED Bar Lighting
 •  Easy-to-Clean Baffle Filters
 ADA Compliant ADA

 

 Total Power
 210W

 Power Source
 120V / 60 Hz / 15A

 Range Hood
 • 30"" Wall-Mount Chimney-Style Hood
 • Vent Fan: 630 CFM (Hood arrives pre-programmed to 390 CFM) 
•  52 dBA (1.0 Sone) in Low Mode / 71 dBA 
(7.5 Sones) in Boost Mode
 • 4 Fan Speeds, Including Booster
 • LED Display/ Touch Controls
 •  Mobile Monitoring: Fan Speed,  
Lighting On/Off, Power Control
 •  Voice Control: Bixby/Google Assistant/Amazon Alexa
 • Removable Baffle Filters (Dishwasher safe)
 • LED Bar Lighting

Product Dimensions & Weight (WxHxD)
 Outside (Max) Hood Dimensions: 
297/16"" x 257/16"" x 1911/16""
 Weight: 33.3 lbs

 Shipping Dimensions & Weight (WxHxD)
 Dimensions: 
333/16"" x 2525/32"" x 1911/16""  
Weight: 57.1 lbs",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1_a881defd-c0ce-465e-aaec-d88f00ca092b.webp?v=1725840309|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/2_628c8cab-175b-4e66-ab53-2378c85ac885.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3_b2a76d93-3f7f-4513-809b-71f4723b3b39.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4_26a4859e-fcda-4be4-8db4-a7852af5e36b.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/5_62f68343-6eea-4070-bc2d-a4546671929e.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/6_e61e63a1-8a79-477c-8b21-f1399277a572.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/7_e2408bde-752e-41ee-a5af-d83d35ed5f45.webp?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3_bd45b3fc-a9b9-4a91-9147-79e8914f8e93.jpg?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4_ca3c66d3-d626-4069-a3fa-0c58c76b0a3a.jpg?v=1767112067|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/WHITE_STAINLESS_STEEL.jpg?v=1767112067,brand:SAMSUNG|type:HOOD|condition:Brand New|shopify-tag:samsung|shopify-tag:SAMSUNG BRAND NEW|collection:BRAND NEW|collection:SAMSUNG|collection:SAMSUNG BRAND NEW,Color,White Stainless Steel,HO-BR-SA-WH71,549.99,standard,1,true,https://cdn.shopify.com/s/files/1/0622/9449/1190/files/1_a881defd-c0ce-465e-aaec-d88f00ca092b.webp?v=1725840309,,7656108097590,43034460291126,799.99
"BRAND NEW Bosch 800 Series  (NET8668UC)
36 Inch Electric Cooktop with 5 Smoothtop Burners, Bridge Element, 2 Dual Size Elements, SpeedBoost Burner, 17 PreciseSelect Temperature Settings, Kitchen Timer and ADA Compliant: Frameless",brand-new-bosch-800-series-net8668uc-36-inch-electric-cooktop-with-5-smoothtop-burners-bridge-element-2-dual-size-elements-speedboost-burner-17-preciseselect-temperature-settings-kitchen-timer-and-ada-compliant-frameless,"This 36-inch Bosch electric cooktop features PreciseSelect®, dual elements, a countdown timer, and cleanLock.

Bridge Element: A bridge element accommodates oblong pans and many diameters of cookware.

ChildLock: Bosch cooktops take safety up a notch. The ChildLock function prevents the cooktop from being accidentally switched on.

Countdown Timer: The days of working over a hot stove are long gone, thanks to this ingenious function that allows you to pre-set a cooking time for each individual heating element. Now you can multitask in the kitchen, and the cooktop will automatically shut off individual cooking elements when their programmed time has expired.

Dual Element:  A cooktop customized to the size of your cookware, our dual element lets you save energy with a focused area for a small pot or pan and an enlarged area for a bigger pot or pan.

Heat Indicator: A light on the cooktop warns if the surface is hot due to any residual heat from the cooking vessel.

Precise Select: Juggling multiple pots and pans on different power levels can be confusing and frustrating. With PreciseSelect, an intuitive control panel allows you to select the cooking zones and set the specific power level you want – quickly and easily. Cooking on a Bosch cooktop is made simple and enjoyable.

SpeedBoost: Sometimes you don't want to wait for a pot of water to boil. The SpeedBoost function on Bosch induction cooktops adds even more power to speed up the cooking process.",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/B51ACF97-011A-4620-A358-FDFD602D7A7F.png?v=1767108799|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/07F18452-1388-44D0-9BC5-20F983ACEFF9.webp?v=1767109102|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/94156B57-F3E4-42DA-8C26-CA6239A9B9D4.webp?v=1767109102|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/3BFF76A2-02F4-4419-B0E5-A782D368902D.webp?v=1767109102|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/4E90309E-FE49-4238-8A74-52A7E77E4055.webp?v=1767109102|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/499075E1-B2DF-471C-9A27-83F82356E622.webp?v=1767109102|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/2C21B234-1499-4C7D-B57D-BF42CC1EC265.webp?v=1767109102|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/18F4F770-14DE-4D14-BD94-7141EDEA7194.webp?v=1767108798|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/976AC6F0-896C-42F9-9AE1-99CD73097978.jpg?v=1767108790,brand:BOSCH|type:DISHWASHER|condition:Brand New|shopify-tag:Bosch|shopify-tag:Brand new|shopify-tag:Cooktop|collection:BRAND NEW|collection:SHOP BY BRAND,,,SHOPIFY-8126387224630-44643285762102,999.99,standard,1,true,,,8126387224630,44643285762102,1699.99
"BRAND NEW Miele (KM5840240)
30 Inch Electric Cooktop with 4 Elements, Glass Ceramic Surface, DirectSelection Plus, Residual Heat Indicators, Auto Heat-Up, Timer, Safety Turn Off, Overheating Protection, and Lock Function: 240 Volts",brand-new-miele-km5840240-30-inch-electric-cooktop-with-4-elements-glass-ceramic-surface-directselection-plus-residual-heat-indicators-auto-heat-up-timer-safety-turn-off-overheating-protection-and-lock-function-240-volts,"Description
30 Inch Electric Cooktop with 4 Elements

Designed for preparing quick, casual dinners and elaborate, gourmet meals alike, Miele cooktops blend easy-to-use temperature controls with unmatched versatility. So whether your passion is sauteing or searing, stir-frying or grilling, their cooktops provide immediate, controllable and consistent heat, while minimizing any cumbersome cleanup when dinner is finished.

The KM 5840 electric cooktop features a smooth, durable Ceran surface with 3D design and DirectSelection touch controls - providing easy cleaning and even heating. Concentric heating zones lets you mix and match the way you distribute heat to stockpots, skillets and even oblong casserole dishes, helping you create meals with the ease and efficiency that only Miele can offer.",https://cdn.shopify.com/s/files/1/0622/9449/1190/files/9C8AFBF3-9446-49E7-A62B-405F73A35214.jpg?v=1767108003|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/D41B012F-42FA-4DD3-B04E-E28BE91E58E1.jpg?v=1767108003|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/615961E3-8404-4762-9512-0F7DB336F7CA.jpg?v=1767108003|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/975AC6F8-CD5D-4548-94B4-5CE8F44ACAF4.jpg?v=1767108003|https://cdn.shopify.com/s/files/1/0622/9449/1190/files/8BE6D50F-4C72-4C13-B442-0DC4B61F70D6.webp?v=1767108463,brand:MIELE|type:COOKTOP|condition:Brand New|shopify-tag:Brand new|shopify-tag:Cooktop|shopify-tag:MIELE|collection:BRAND NEW|collection:SHOP BY BRAND,,,SHOPIFY-8126352654390-44643248767030,1299.99,standard,1,true,,,8126352654390,44643248767030,2499.99
